Appliances,lights,T_out,RH_out,Press_mm_hg,Windspeed,Visibility,Tdewpoint,rv1,rv2
132.5,37,22.59,37.57,731.53,5.78,20.39,17.3,38.9165,31.917
108.5,48,22.69,68.86,739.15,2.83,37.71,16.19,33.9071,14.2041
85.3,25,20.55,50.87,735.55,12.18,22.4,11.76,16.4614,48.0178
122.3,30,22.25,35.86,737.76,7.59,54.4,16.96,7.7294,37.2663
98.5,3,24.3,49.77,742.95,2.81,29.18,18.25,12.0057,7.769
58.9,65,17.42,89.34,731.88,8.17,65.1,10.42,9.227,27.1759
87.6,42,19.26,32.09,745.82,5.99,21.5,10.02,45.0128,33.2295
115.9,59,20.27,24.02,738.6,7.78,61.28,12.42,29.0313,15.9659
108.3,61,16.08,62.74,737.16,11.54,31.29,6.19,0.5087,5.8186
98.2,40,20.38,84.88,737.76,0.53,29.43,14.67,32.0682,15.4328
129.9,41,19.83,63.21,737.55,10.25,26.95,11.01,23.5121,10.8258
88.0,58,18.18,30.7,734.09,13.78,50.62,11.93,28.4272,42.582
88.3,34,17.58,79.39,735.81,5.12,19.78,7.71,4.7004,20.4732
101.6,68,20.48,59.61,737.85,13.61,32.53,13.29,41.6583,44.7242
101.7,33,20.53,33.42,735.86,1.83,24.1,13.36,4.4327,37.7352
87.5,51,16.31,79.33,741.37,2.71,55.52,7.32,17.2798,22.4241
113.1,65,15.31,73.38,737.03,12.87,19.31,6.55,6.2775,8.3097
274.0,58,14.3,53.67,733.79,13.21,44.69,7.81,2.7564,10.7765
269.5,68,13.48,87.17,729.38,4.31,31.83,4.72,28.8625,7.8953
277.0,65,12.82,57.41,735.39,1.15,63.29,5.34,3.4651,7.3076
237.8,69,16.24,32.4,733.69,4.76,14.64,9.69,17.6632,21.6634
253.9,64,13.17,89.24,731.14,8.46,7.56,6.36,11.2821,18.3695
279.6,25,16.2,35.34,731.44,9.65,1.02,12.24,22.3748,27.7028
291.8,36,12.15,42.69,744.05,5.17,57.1,4.27,48.0492,5.664
287.0,13,9.73,69.41,744.68,3.71,18.29,3.39,26.2606,21.9424
272.0,45,12.02,34.47,738.5,10.19,14.29,8.5,16.319,36.527
301.3,1,8.54,71.72,730.87,11.74,36.08,0.52,8.8166,14.9223
274.5,16,13.26,87.23,745.2,2.07,6.98,7.49,9.7174,22.4541
311.1,26,8.85,61.1,739.6,11.72,57.08,3.09,43.0217,48.9744
321.5,6,6.53,64.22,739.68,6.69,42.3,-2.51,16.2484,43.7741
307.0,37,9.68,24.09,742.29,13.4,43.56,2.38,8.8745,12.9912
259.6,29,12.75,74.84,744.7,11.49,32.35,9.25,19.9209,49.6492
308.4,65,11.14,20.3,745.3,5.26,48.58,8.6,43.7396,13.7743
275.5,69,9.26,35.55,736.06,11.02,7.15,1.39,45.0747,7.7132
317.4,68,8.41,25.25,737.48,7.99,41.78,-0.83,14.3146,11.1348
267.8,35,10.93,42.61,736.78,4.25,65.21,4.09,5.801,21.0501
344.9,52,5.19,42.55,735.03,1.08,29.11,-2.46,28.9509,26.5889
330.9,22,6.76,59.87,733.54,10.16,24.02,-2.41,32.8507,21.3889
312.6,41,6.47,57.37,733.84,13.56,43.11,-2.14,42.5044,38.8449
310.0,44,8.42,20.4,738.55,6.98,30.83,5.45,43.1975,32.7807
356.9,67,1.95,66.24,745.7,12.98,29.2,-7.44,39.9356,4.0014
300.0,44,8.41,66.44,743.58,13.54,19.93,6.13,8.0783,48.7259
312.5,4,2.46,42.4,742.88,6.27,51.4,-2.64,35.5946,49.0314
329.9,43,5.1,25.51,742.14,11.29,50.48,-2.92,27.4244,26.8392
311.9,30,8.09,54.54,729.1,4.68,5.2,2.63,17.5233,8.0521
349.7,52,4.36,70.94,738.42,4.66,46.29,-3.61,2.4649,37.5253
298.3,4,5.76,84.57,741.62,0.25,33.27,0.93,44.4273,14.4312
200.6,6,3.34,49.13,733.79,5.8,28.16,-0.75,31.0065,4.3711
169.1,8,5.47,67.49,738.85,9.04,51.03,-3.69,1.3941,3.671
177.9,29,6.68,63.25,734.21,13.54,38.25,3.81,49.8549,47.773
169.6,55,8.17,59.52,743.04,1.47,35.75,2.23,2.3139,2.2456
166.4,6,6.13,66.09,730.65,4.63,7.35,1.07,33.0397,28.6094
157.8,1,5.04,25.46,742.26,5.67,21.11,-1.88,32.5252,10.9841
107.1,4,5.33,40.0,742.56,11.58,7.02,-4.3,11.9431,15.1618
118.3,3,5.76,76.55,741.48,13.41,11.15,-2.34,38.9412,37.0971
97.1,1,7.81,47.05,730.66,3.15,62.39,-0.29,8.972,46.0599
125.8,2,6.79,90.47,730.53,7.6,23.32,2.4,17.8431,13.387
177.3,2,0.9,56.38,729.5,12.64,35.55,-3.13,46.4481,22.8504
155.6,2,4.46,85.76,741.95,12.07,58.15,0.24,17.8974,26.7846
155.8,1,4.28,71.99,735.72,1.3,53.71,1.35,14.97,29.0184
104.1,2,7.64,34.21,744.6,13.03,62.87,2.35,48.9322,29.0383
114.1,4,6.51,26.22,741.69,3.52,38.23,-3.17,20.5034,43.8352
176.2,3,3.32,70.03,743.88,12.44,4.61,1.01,43.0648,44.335
155.1,1,3.46,51.05,743.43,5.47,14.1,-4.34,39.3507,31.2272
143.3,3,7.2,77.02,729.5,13.45,21.2,-1.84,39.5075,25.6322
121.8,0,7.13,69.09,738.31,7.55,6.48,1.89,34.3221,11.5463
86.3,0,10.8,78.18,736.47,10.86,21.9,4.67,35.725,8.4407
147.8,1,5.39,89.34,733.45,9.87,23.17,0.08,30.2881,32.3906
133.0,0,6.73,25.73,739.47,10.26,40.97,-0.02,43.4358,28.8734
142.2,0,4.51,30.99,740.19,3.41,59.07,-4.26,33.4611,5.4259
84.5,2,9.74,74.83,743.84,10.76,55.78,3.79,38.5411,19.5618
129.1,0,8.56,42.1,735.46,6.96,26.81,6.43,46.2729,36.1545
117.7,1,7.58,48.57,735.53,4.59,9.15,-1.1,48.8361,48.6899
115.4,4,6.91,37.19,738.1,5.48,20.55,4.51,31.1825,47.535
116.3,1,7.11,65.91,739.99,10.73,46.01,-2.89,3.511,34.5911
119.3,2,7.17,57.3,730.01,7.47,30.74,-1.75,12.4464,31.9622
134.9,1,7.44,72.11,735.57,1.8,35.34,-2.42,35.6876,28.1253
114.9,1,12.02,31.29,731.88,6.7,25.81,9.29,15.8312,42.1697
91.0,4,9.64,30.05,742.06,1.56,36.44,4.64,32.9183,9.8231
99.2,2,9.91,27.47,730.1,6.62,38.41,6.95,12.536,42.0952
91.7,1,11.58,20.36,739.61,3.33,53.08,6.82,35.7214,38.7976
116.4,0,7.95,70.6,730.8,6.99,47.37,5.53,14.1901,29.6355
86.3,3,13.05,69.58,737.37,12.68,63.86,7.03,35.6462,0.8485
86.8,1,10.94,31.12,745.88,3.6,22.92,1.88,11.9511,11.0225
99.8,1,9.42,50.48,739.02,1.52,45.78,5.86,19.5396,14.4074
88.4,1,12.97,78.04,742.16,5.59,2.93,4.02,48.1771,44.1413
64.4,4,13.22,26.92,732.82,1.36,9.24,4.98,41.0049,28.063
89.7,4,11.42,80.32,735.15,5.87,4.06,7.88,39.0764,19.3438
105.0,1,11.52,83.78,738.91,6.18,11.1,4.99,11.1682,30.6
233.3,0,14.89,88.54,735.48,4.3,52.69,6.45,37.3705,39.7131
246.2,0,13.54,73.72,730.33,2.26,30.63,9.33,45.5487,49.4525
241.7,1,12.47,33.36,744.36,4.02,57.69,6.04,22.442,13.289
248.6,3,12.78,90.53,743.96,8.09,34.98,8.73,24.9084,0.0264
207.5,3,16.26,76.22,737.05,12.53,20.62,9.52,2.4642,31.8966
233.3,2,16.22,63.28,730.23,6.59,63.6,12.84,47.6994,48.5552
220.4,36,16.6,77.86,742.57,12.15,47.69,11.18,9.4948,43.349
254.2,34,15.38,46.47,729.32,9.42,62.23,12.64,4.4603,3.1833
228.1,21,16.44,85.06,741.35,12.19,40.08,7.82,26.2529,38.4412
213.4,3,20.33,28.54,733.09,13.37,9.99,12.99,25.488,38.4276
219.2,28,14.81,27.39,738.16,6.39,34.31,8.92,5.3802,41.4313
237.1,68,16.68,86.45,741.68,5.54,63.8,10.86,36.9918,40.7919
187.7,65,17.94,24.75,735.79,9.27,36.69,15.28,17.1033,43.6565
242.5,21,20.09,66.81,740.22,13.62,37.22,16.0,15.6275,10.9577
229.5,44,20.12,47.96,745.96,0.82,21.46,13.95,38.3648,29.403
217.0,68,21.44,57.49,740.69,5.52,17.89,14.22,44.2224,46.6796
188.6,38,18.05,28.09,740.31,3.54,47.11,13.05,35.0273,22.5698
225.1,2,17.9,42.08,736.52,3.86,48.27,14.95,21.5293,10.5957
194.6,59,17.98,37.88,745.68,7.67,8.89,9.12,42.3946,31.7447
273.9,42,23.76,77.17,734.55,10.3,46.89,17.18,28.5192,6.6764
239.8,0,21.5,71.32,742.17,6.12,59.43,12.23,30.0387,0.9193
239.4,27,20.93,65.23,744.79,7.2,3.64,11.23,17.1212,37.1591
199.6,62,19.15,57.08,735.73,7.85,36.24,11.91,19.4272,15.2893
265.0,66,27.25,41.04,729.32,8.9,13.76,18.82,15.9284,24.5872
151.6,66,25.69,39.23,736.65,10.13,38.7,19.21,13.7187,45.9099
120.8,64,23.33,92.39,731.32,11.31,37.24,13.53,37.7268,16.6362
142.5,9,25.23,79.92,745.2,5.79,52.07,22.37,38.4325,4.551
152.1,4,25.03,26.42,737.04,12.11,17.34,22.22,44.6198,27.0917
119.2,47,23.84,60.5,736.53,0.17,5.41,14.65,48.6644,44.9433
145.6,36,24.9,61.89,733.6,2.41,48.47,21.14,22.5313,23.0732
147.8,66,24.91,46.35,738.92,8.53,47.0,16.83,42.8929,18.0917
156.1,52,28.01,33.28,729.61,11.05,48.56,19.31,42.5756,40.1785
94.8,64,21.97,44.97,736.89,13.09,38.06,16.84,1.5415,32.9022
131.0,22,23.5,42.41,735.95,0.82,32.86,18.41,10.8383,3.9146
137.7,23,27.4,89.49,745.97,3.59,53.01,21.78,42.1756,21.8746
166.0,40,28.41,67.82,740.15,6.93,13.25,18.88,14.3396,27.0617
94.6,63,23.85,41.43,741.24,10.05,42.38,21.6,26.4629,16.8834
156.7,2,25.85,52.76,733.78,8.34,61.17,20.58,35.4229,46.0426
155.1,23,28.43,55.32,733.56,8.7,42.13,23.48,17.4648,37.7759
136.6,61,25.36,72.66,729.62,13.21,16.13,20.42,19.2187,20.9376
119.7,62,24.86,32.14,733.28,13.93,7.35,20.46,44.4215,12.5966
133.6,40,24.26,59.97,733.21,7.17,17.54,20.6,4.214,44.744
149.1,18,24.81,58.84,732.17,1.08,16.39,20.45,14.678,2.4841
148.0,31,29.35,92.31,729.33,4.85,24.44,25.62,14.4717,16.0113
107.4,13,23.14,79.77,741.95,8.3,32.61,13.58,22.3648,13.9934
137.8,47,25.71,77.74,738.47,6.0,33.79,18.51,2.5234,10.9273
131.1,55,25.59,56.61,733.18,8.81,16.71,17.49,5.5461,17.8409
166.4,31,29.29,87.42,745.8,1.87,13.21,19.45,15.3044,49.1579
152.6,9,25.41,44.87,741.83,13.02,24.73,21.38,4.2063,18.2652
125.1,25,23.16,79.76,736.69,5.81,52.79,18.17,13.644,7.0426
105.9,32,22.54,93.07,737.88,9.77,37.04,20.18,8.5495,15.3593
111.3,46,23.17,39.82,737.49,5.34,18.43,19.24,38.7939,40.9602
111.6,45,24.16,86.83,744.37,10.44,2.96,21.97,17.6056,31.7392
98.2,51,21.77,34.32,739.09,7.21,32.23,17.02,37.024,37.4832
73.5,8,20.4,47.71,732.88,0.64,51.45,13.81,14.7169,14.7899
81.5,66,17.55,42.33,739.4,12.28,63.48,14.83,19.188,32.8641
125.0,56,24.1,85.38,736.73,4.29,43.42,18.11,28.9649,29.0759
129.4,44,23.32,29.91,745.51,7.9,40.67,17.29,11.5524,9.7778
104.3,10,20.23,65.11,744.18,2.0,1.07,14.48,49.3198,28.1896
97.2,16,24.49,83.05,738.46,13.04,62.67,15.55,28.4588,12.6168
100.3,20,21.49,63.33,731.81,0.48,48.49,15.47,31.24,10.5804
119.0,43,22.08,29.07,733.41,7.13,29.36,18.35,1.7052,35.2623
100.3,47,19.64,34.75,732.18,0.51,30.6,13.69,29.935,2.179
102.5,18,22.2,65.83,731.6,0.26,50.89,13.3,20.5478,40.1736
89.7,36,16.35,84.21,736.6,8.83,30.87,12.88,3.784,48.9489
108.9,43,20.37,52.1,738.52,6.97,26.28,15.83,8.3611,22.5255
123.9,53,15.08,55.52,734.21,7.09,7.13,11.3,44.8314,43.7911
95.8,43,18.94,25.47,744.37,10.17,50.33,15.65,8.4422,49.1499
61.2,65,18.73,37.2,742.3,6.8,47.16,10.43,4.0109,41.6499
65.4,46,18.63,23.25,730.86,5.22,50.46,14.32,20.8405,27.4663
90.1,7,19.8,44.61,733.49,8.03,57.77,10.72,26.7636,33.5903
111.3,50,19.91,38.89,731.32,9.14,18.68,15.74,32.1746,22.7902
223.9,34,15.27,52.43,745.01,8.27,18.04,9.34,0.1149,44.9979
258.0,30,14.5,51.65,735.46,10.17,40.53,6.8,42.7775,40.6007
259.0,33,14.06,60.78,742.25,10.35,1.88,7.02,13.3461,16.2442
229.6,36,16.77,25.42,735.95,1.01,24.7,11.82,25.8066,26.8617
217.1,55,15.84,33.67,740.1,6.39,62.91,10.95,17.5659,8.0818
262.9,9,13.64,60.37,733.54,2.13,62.75,9.03,2.3605,36.0025
281.3,49,11.36,80.56,731.76,10.14,34.36,8.5,43.4347,30.4983
275.8,66,11.46,50.5,730.28,5.72,4.37,9.44,44.4224,5.5237
294.8,14,12.5,67.91,745.06,4.49,3.99,8.58,27.955,16.5342
292.3,19,12.17,76.08,742.53,9.52,24.66,10.07,45.5848,44.3287
275.7,43,10.47,75.27,735.03,3.02,21.7,8.38,48.5975,42.6117
288.4,56,12.45,39.32,742.93,13.73,10.23,9.09,46.8031,6.4836
295.7,28,10.65,39.27,733.65,0.79,65.8,3.71,14.8499,15.8103
299.4,45,7.4,67.43,737.46,7.18,28.13,-1.87,35.0858,10.943
270.7,63,13.5,89.7,745.22,5.4,40.33,4.42,0.2671,2.3691
257.9,51,13.41,91.81,732.14,9.37,43.66,8.27,37.7817,43.7275
302.6,23,7.72,54.56,730.91,0.9,30.87,1.43,7.9639,3.7861
304.9,20,8.03,26.43,735.57,8.24,25.57,-1.42,28.0849,38.2493
308.6,19,6.66,80.8,729.99,13.56,15.0,-2.49,39.3544,36.253
285.1,69,9.26,58.8,738.54,10.64,37.15,6.94,37.1162,39.6097
340.4,50,4.9,85.65,742.51,11.32,63.72,-4.36,49.4818,24.2846
339.8,58,6.11,47.51,737.88,1.2,56.57,-1.66,34.1078,21.5175
330.5,24,8.06,76.02,729.51,13.75,11.69,0.84,41.1977,39.1779
345.8,62,4.65,74.23,736.55,10.42,3.7,-4.76,26.525,5.7886
334.7,26,6.64,29.84,733.95,4.78,17.06,-2.2,18.0058,18.8224
318.5,27,6.2,75.71,737.9,5.05,35.26,-3.48,7.1995,47.9695
347.6,10,3.94,31.84,729.27,10.79,59.34,-1.49,17.1764,27.14
300.7,43,11.26,70.63,740.5,8.04,49.49,7.18,6.4744,21.1118
319.6,68,7.03,79.46,736.49,3.53,48.55,-1.05,12.6528,9.0578
347.5,58,7.01,83.24,742.52,4.37,52.16,-1.21,4.3278,19.2652
177.9,7,5.82,33.84,738.48,11.98,10.6,0.14,18.469,14.4229
174.6,66,5.33,53.06,744.87,9.13,46.74,-1.37,9.4601,6.3196
206.6,50,3.58,54.94,729.5,7.19,55.34,-4.56,48.9276,9.0539
189.3,31,7.08,87.65,745.0,1.29,46.55,0.38,20.2011,21.048
136.7,41,8.03,64.67,740.01,13.64,5.57,4.01,28.4403,29.9723
185.2,43,5.41,39.02,739.53,2.8,58.51,-1.93,28.7555,19.8398
135.7,1,5.54,40.95,735.09,7.58,44.23,3.02,29.5318,41.7936
129.0,3,7.19,79.5,742.99,13.15,18.14,1.47,6.2715,10.0341
136.1,2,4.42,36.34,730.96,12.9,26.19,-4.91,34.6025,42.2842
142.3,1,5.28,71.48,738.43,0.07,57.2,-1.9,2.4292,2.8428
174.0,0,3.62,33.97,730.89,2.92,14.76,-5.5,48.1327,4.6438
167.5,1,2.63,41.36,742.84,11.93,57.35,-0.61,10.5805,38.632
113.5,1,6.02,54.38,738.56,4.93,11.92,-0.73,35.4797,49.0197
127.3,4,7.56,51.76,737.09,7.67,31.34,2.47,2.5669,40.0906
134.5,2,7.15,58.98,741.39,9.43,13.58,-1.78,29.4398,30.9586
174.9,2,4.16,42.2,733.92,2.77,33.37,0.32,48.7528,26.2353
161.9,0,1.72,23.19,732.64,8.87,33.88,-6.6,34.7848,32.6486
161.3,2,1.61,85.38,740.04,4.19,24.47,-4.83,4.3282,34.4453
119.0,2,8.46,35.68,732.8,12.28,58.74,5.53,31.2557,27.7628
97.3,4,7.08,50.18,731.76,5.85,58.05,-2.54,24.2777,30.6726
132.2,4,3.97,80.62,741.06,2.12,31.44,-4.98,2.8938,10.1913
121.5,2,9.44,24.76,736.7,2.73,63.6,1.04,28.7103,42.6271
139.1,1,7.8,46.62,740.56,4.68,40.58,-1.46,22.6116,20.6393
107.7,1,7.72,79.46,738.58,12.48,54.14,1.08,29.0692,19.8403
132.9,1,7.32,83.83,731.4,4.12,19.45,-0.34,26.8129,24.6991
104.2,4,7.71,68.99,742.82,0.83,34.39,3.79,15.6086,2.8713
131.2,1,5.18,76.72,741.72,10.97,59.07,0.75,12.413,3.6693
113.6,4,6.8,59.17,736.89,0.55,19.42,-2.47,42.0607,47.5506
139.8,0,4.13,89.8,733.58,9.12,47.77,-5.32,49.393,43.4941
104.4,0,7.55,23.2,745.6,0.96,41.85,-1.65,28.0733,2.2748
152.2,1,4.09,70.25,743.62,10.92,63.66,-2.61,44.1386,30.3938
136.4,2,6.99,43.23,742.36,7.56,3.13,3.58,41.4317,34.8549
70.7,0,12.4,37.0,740.86,0.75,4.08,4.2,37.7105,9.2052
108.8,1,8.5,34.95,744.77,5.25,56.91,-1.3,25.1521,16.1187
118.6,4,7.97,38.86,742.33,6.33,20.52,3.68,6.7976,23.3467
140.1,1,10.32,51.64,731.81,0.49,60.01,6.67,11.3295,41.2454
73.7,0,12.09,25.41,741.54,0.56,30.34,3.65,46.7671,31.9541
91.2,2,12.14,47.04,737.97,4.99,22.07,3.86,29.7704,9.8816
91.7,3,14.0,83.37,735.75,12.76,23.78,9.43,33.2928,29.1224
97.1,2,11.9,75.53,743.01,9.14,52.38,8.69,28.5605,35.7143
78.3,4,12.15,86.3,738.04,5.45,11.2,4.47,33.5493,5.2707
79.1,3,15.15,47.56,740.15,10.79,60.76,11.67,47.8337,27.2225
215.0,0,14.54,26.16,740.33,12.2,36.38,9.7,45.551,35.9394
184.3,1,15.92,63.0,740.77,2.19,18.77,12.91,22.2811,42.3638
207.9,0,15.42,54.85,737.67,4.97,45.91,10.03,23.6941,41.3924
226.0,2,14.56,72.53,743.46,0.07,21.71,7.81,22.6717,43.4819
255.5,1,13.39,49.66,739.58,4.08,45.52,11.02,40.3124,41.7106
217.6,1,11.95,93.81,733.62,11.24,49.21,5.17,31.1434,33.0133
225.6,6,16.74,28.69,736.23,10.35,8.07,7.42,0.7913,15.7312
202.0,34,16.23,64.2,730.38,1.66,44.35,6.7,46.6647,5.6219
227.7,12,19.78,21.21,729.55,8.06,3.99,14.1,27.1925,18.9583
212.2,35,19.24,73.41,739.83,4.07,36.31,11.51,24.9906,5.7758
250.9,24,20.94,32.45,733.23,8.54,30.04,16.83,1.0777,2.5249
193.0,66,18.01,62.83,737.62,12.83,60.17,12.65,35.8661,45.1791
213.1,52,19.13,36.1,743.73,8.44,39.62,12.55,44.2278,25.8746
196.2,26,20.57,36.81,735.49,9.99,40.8,14.79,34.9708,22.8085
238.6,51,22.3,68.96,733.82,1.07,61.26,12.66,36.9567,38.3359
243.0,20,19.72,34.38,733.1,0.21,18.31,11.16,33.6851,10.2646
227.0,33,19.05,38.22,739.5,4.2,34.02,11.8,48.5719,30.302
174.3,42,20.0,46.31,729.37,6.43,48.05,13.46,28.5732,39.8929
270.0,41,25.08,33.54,732.79,3.63,9.29,15.52,2.2559,11.4239
219.2,7,20.35,23.06,739.91,13.4,23.81,14.02,5.77,43.5113
240.4,25,21.49,47.7,744.61,3.44,55.82,12.4,17.7712,35.172
231.0,20,22.13,24.57,736.6,12.05,47.52,12.21,35.9219,42.8459
270.6,8,22.9,61.89,730.57,5.85,44.68,15.46,48.8479,25.8639
262.2,38,25.02,34.91,738.0,7.76,21.57,22.44,36.6156,31.1717
120.9,56,23.51,80.84,737.42,12.97,41.67,17.17,25.1718,6.6726
148.5,47,23.97,36.86,741.79,6.21,23.15,21.29,35.9621,36.8831
120.8,4,25.19,42.5,736.24,0.36,57.18,17.28,24.95,45.9946
115.0,24,22.64,28.7,742.97,10.58,11.11,15.02,14.7828,31.5971
159.2,58,26.51,78.21,744.56,9.77,46.34,23.46,36.5745,45.017
119.8,7,25.32,73.82,738.57,8.43,4.63,17.2,22.5121,15.5077
135.9,13,25.19,75.9,733.73,7.55,19.1,17.17,32.1124,1.7786
186.7,43,29.85,45.07,743.59,5.11,44.72,26.2,4.1549,24.6063
140.0,13,25.78,28.36,745.4,8.56,13.23,20.72,33.8303,23.8147
119.3,57,25.04,56.14,729.65,5.01,22.59,19.44,30.6771,9.7605
144.2,68,25.11,65.16,735.88,3.69,47.09,19.74,39.88,1.9817
135.3,26,25.31,84.15,732.04,5.6,58.45,19.17,7.7666,1.8149
98.1,22,23.36,29.94,739.21,4.6,49.52,18.09,14.1819,44.1693
111.3,13,23.05,46.24,732.95,2.25,42.51,20.67,10.8821,37.4294
158.4,9,28.69,45.07,729.41,12.07,65.32,25.43,2.1279,47.6298
119.4,31,25.03,31.62,729.55,4.97,47.61,19.96,27.7441,37.227
125.0,25,26.73,58.34,733.68,5.63,19.45,24.12,27.5226,28.4086
130.9,39,22.44,29.33,744.53,10.35,55.43,14.12,42.4157,44.0048
91.3,14,20.97,49.5,742.83,3.88,55.37,14.77,23.5776,24.7352
135.6,5,23.12,23.17,737.04,2.86,28.61,16.7,33.7267,2.0373
116.1,68,23.21,27.32,745.55,5.59,15.76,14.26,39.5372,32.7803
107.9,28,24.79,90.34,740.09,2.84,39.61,21.11,7.6299,11.9389
106.7,0,22.33,28.33,742.52,5.23,61.76,19.91,38.6952,9.8844
129.8,4,22.4,69.05,738.75,11.51,10.45,15.89,14.9958,17.859
136.8,45,22.04,94.02,735.02,13.94,14.3,16.13,27.8652,44.3007
117.3,57,23.91,33.14,735.02,0.17,19.65,17.58,43.388,4.5892
89.7,47,20.66,29.49,744.58,13.44,38.87,17.74,28.6465,3.5428
135.9,10,24.08,55.07,745.63,0.2,44.1,21.43,30.8985,27.5182
142.2,29,23.64,49.56,735.14,13.13,56.13,17.74,46.2922,34.478
141.9,42,24.79,63.12,739.53,2.8,19.31,18.02,33.957,19.3394
128.7,46,22.72,87.58,734.03,13.92,22.42,16.48,35.6846,43.2316
113.6,35,21.19,87.78,744.42,8.52,49.0,17.06,43.5299,41.9935
114.5,25,22.86,90.14,729.34,7.38,35.36,19.59,20.7381,7.5481
131.0,55,22.33,25.39,732.97,12.57,6.29,15.73,39.5647,30.1065
108.4,47,22.94,74.38,737.76,7.91,41.57,15.92,39.5637,48.4782
106.2,7,19.73,76.34,740.6,10.25,32.81,11.12,26.0477,28.2839
110.7,62,20.19,50.47,739.79,3.18,27.09,15.32,29.7301,28.6362
84.7,12,19.69,32.91,730.48,8.34,46.13,16.58,18.499,47.4751
91.8,20,21.49,83.42,734.85,12.57,61.71,15.34,39.8666,30.4761
83.0,46,19.34,91.53,734.75,0.59,49.36,16.72,24.25,15.0355
128.7,43,23.15,32.52,735.49,12.84,45.47,17.2,15.5595,0.5954
81.7,2,20.97,77.13,733.58,4.3,52.17,14.17,24.8976,24.2925
88.0,30,18.42,46.24,735.37,0.03,13.71,14.02,14.9563,37.0813
110.8,24,21.62,68.49,736.8,13.1,30.34,18.91,19.2206,0.5653
84.7,18,17.99,69.16,742.52,1.92,44.47,10.72,5.7457,16.5287
79.7,49,18.7,82.3,741.13,7.63,28.77,14.23,27.1744,7.6001
74.8,24,18.16,64.89,729.54,1.61,37.36,8.44,7.3097,47.3015
81.8,6,17.2,40.69,741.13,8.06,37.46,7.95,46.0439,38.2215
292.3,23,13.89,39.11,735.23,12.47,18.79,10.53,35.819,46.4261
270.1,27,14.49,90.43,738.07,8.2,30.56,5.87,0.724,27.2139
275.8,4,14.11,85.82,744.08,3.01,20.43,8.9,0.751,20.3548
239.2,48,18.22,41.41,737.46,9.79,18.37,14.73,46.2074,29.3064
259.5,11,14.13,51.79,737.16,9.96,34.46,5.6,49.5212,11.4332
256.3,18,14.64,81.6,737.2,6.91,51.73,4.92,3.7594,1.3234
305.5,20,10.79,69.13,740.05,5.69,55.67,8.32,16.0162,22.3802
276.3,57,11.83,65.6,745.78,6.91,17.65,5.64,38.8443,14.5064
297.6,48,9.58,78.75,737.42,10.39,1.08,2.89,43.8773,49.4991
268.5,0,10.76,58.36,733.83,4.56,4.25,6.69,2.3848,47.0089
272.5,7,14.83,66.09,735.32,4.84,25.03,8.95,44.748,44.4685
275.4,36,14.19,34.87,736.0,5.36,22.38,10.44,43.1328,7.666
278.7,13,11.69,88.49,732.09,4.96,64.49,2.98,10.0949,12.6832
315.4,0,8.98,59.54,729.18,13.12,44.79,6.35,26.2285,36.8295
283.1,60,11.3,20.54,735.4,1.93,37.13,8.17,38.8491,23.0136
268.6,48,11.1,88.77,743.6,11.1,53.62,6.1,15.3366,15.6201
297.6,17,10.37,65.03,731.93,8.82,57.44,6.63,39.6164,14.1781
298.3,49,10.65,55.32,730.06,13.68,32.7,0.75,21.8543,29.7459
300.0,22,10.38,25.73,742.6,1.77,37.87,8.19,4.8994,16.1295
303.0,55,8.73,82.4,737.71,5.47,16.18,1.43,24.566,35.9743
276.3,60,8.16,30.64,741.87,2.21,29.08,1.61,13.5352,29.5995
301.3,53,10.32,41.52,730.23,9.27,52.04,3.18,32.8111,30.5812
280.4,65,9.52,26.8,737.47,4.13,2.57,1.22,0.7695,46.1417
321.9,25,5.41,50.78,734.07,10.41,27.5,-2.34,44.7834,4.7752
344.4,14,5.81,69.74,741.39,8.26,21.02,2.97,34.2317,37.9761
288.5,55,9.92,53.64,736.06,4.22,48.65,2.59,14.8791,6.6951
316.1,35,8.26,51.7,738.27,0.26,47.8,2.98,26.8237,29.5417
314.3,63,5.61,77.19,739.91,0.86,12.48,-1.35,36.4773,16.6003
328.0,22,5.77,86.9,743.2,9.3,36.4,-0.24,2.1122,42.0288
310.1,29,8.22,26.59,738.01,4.69,19.36,5.54,36.8618,10.3647
181.3,22,8.33,28.0,734.0,11.42,22.05,4.21,0.4622,3.1622
198.6,41,5.0,79.19,743.04,13.74,59.4,-3.25,33.8283,49.8278
172.5,30,6.72,49.97,740.05,11.67,47.53,2.14,4.8433,41.723
144.3,54,7.76,57.48,740.48,4.43,4.2,-2.01,24.2611,12.9669
190.1,34,5.83,44.95,736.31,7.69,20.21,-3.98,21.0465,25.3874
177.6,21,6.96,59.24,735.86,13.09,6.55,1.99,32.4374,24.7966
201.5,2,3.17,60.57,740.3,7.12,24.76,-0.12,7.0957,45.7319
168.5,0,6.86,24.44,741.89,10.13,50.87,3.31,29.2219,34.4841
144.2,1,5.99,91.89,731.95,8.04,6.25,2.59,39.2102,22.5883
183.4,1,4.61,50.72,742.64,13.89,11.52,-3.26,37.541,41.3462
171.4,3,4.13,91.67,741.58,2.69,42.05,-5.66,7.4492,46.0681
167.1,0,7.85,59.27,734.33,1.4,18.29,0.99,16.4974,32.54
152.8,3,7.02,83.21,741.35,8.47,50.17,4.13,9.8951,13.1749
