holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,259.45,0.0,0.0,38,Rain,scattered clouds,2013-03-07 20:00:00,2105
None,297.75,0.0,0.0,13,Snow,few clouds,2013-03-07 21:00:00,1519
None,273.02,0.0,0.0,51,Clouds,heavy intensity rain,2013-03-07 22:00:00,1325
None,302.97,0.0,0.0,33,Mist,scattered clouds,2013-03-07 23:00:00,1476
None,282.09,0.0,0.0,90,Thunderstorm,few clouds,2013-03-08 00:00:00,283
Independence Day,257.61,0.0,0.0,46,Thunderstorm,few clouds,2013-03-08 01:00:00,273
Memorial Day,280.02,0.0483,0.0,87,Fog,overcast clouds,2013-03-08 02:00:00,760
None,304.64,0.0,0.0,57,Snow,sky is clear,2013-03-08 03:00:00,743
None,281.08,0.0,0.0,11,Fog,scattered clouds,2013-03-08 04:00:00,626
None,250.1,0.0,0.0,46,Thunderstorm,sky is clear,2013-03-08 05:00:00,775
Memorial Day,301.32,0.0,0.0,69,Rain,broken clouds,2013-03-08 06:00:00,2509
None,262.92,0.0,0.0,69,Rain,heavy intensity rain,2013-03-08 07:00:00,4556
None,287.87,0.0,0.0,66,Clear,broken clouds,2013-03-08 08:00:00,4518
None,278.33,0.0,0.0,65,Rain,light rain,2013-03-08 09:00:00,6811
None,267.9,0.0,0.0,100,Snow,few clouds,2013-03-08 10:00:00,2793
None,265.55,0.0,0.0,22,Drizzle,heavy intensity rain,2013-03-08 11:00:00,2112
None,301.08,0.0,0.0,60,Drizzle,overcast clouds,2013-03-08 12:00:00,3511
None,300.16,0.0,0.0,97,Rain,mist,2013-03-08 13:00:00,3350
None,278.22,0.0,0.0,66,Clouds,overcast clouds,2013-03-08 14:00:00,2541
Thanksgiving Day,264.22,0.2378,0.0,57,Clouds,light rain,2013-03-08 15:00:00,2646
None,255.63,0.0,0.0,36,Clouds,mist,2013-03-08 16:00:00,5578
None,258.61,0.0,0.0,28,Clear,light rain,2013-03-08 17:00:00,6088
None,278.72,0.0,0.0,90,Drizzle,mist,2013-03-08 18:00:00,5024
None,266.93,0.0,0.0,36,Clear,sky is clear,2013-03-08 19:00:00,2772
None,252.31,0.0,0.0,49,Haze,mist,2013-03-08 20:00:00,1200
None,275.03,0.0,0.0,60,Clear,sky is clear,2013-03-08 21:00:00,2110
None,291.04,0.0,0.0,64,Snow,scattered clouds,2013-03-08 22:00:00,2772
None,299.04,0.0,0.0,56,Clouds,mist,2013-03-08 23:00:00,1340
None,282.19,0.0,0.0,19,Drizzle,heavy intensity rain,2013-03-09 00:00:00,281
None,289.78,0.0,0.0,13,Rain,scattered clouds,2013-03-09 01:00:00,185
None,270.02,0.0326,0.0,24,Drizzle,mist,2013-03-09 02:00:00,438
None,277.29,0.0,0.0,9,Mist,overcast clouds,2013-03-09 03:00:00,237
Columbus Day,290.13,0.0,0.0,14,Mist,overcast clouds,2013-03-09 04:00:00,177
Presidents Day,290.02,0.0,0.0,68,Clear,light snow,2013-03-09 05:00:00,250
None,273.35,0.0,0.0,1,Clear,scattered clouds,2013-03-09 06:00:00,1950
None,279.9,0.0,0.0,40,Clouds,light snow,2013-03-09 07:00:00,1056
Martin Luther King Jr Day,300.81,0.0,0.0,8,Fog,few clouds,2013-03-09 08:00:00,2499
None,284.76,0.0356,0.0,15,Haze,few clouds,2013-03-09 09:00:00,1346
None,285.34,0.0,0.0,78,Fog,mist,2013-03-09 10:00:00,993
None,293.15,0.0,0.0,13,Rain,scattered clouds,2013-03-09 11:00:00,3301
None,256.34,0.0,0.0,32,Clear,overcast clouds,2013-03-09 12:00:00,3441
None,278.76,0.0,0.0,65,Clouds,sky is clear,2013-03-09 13:00:00,2913
None,302.77,0.0,0.0,30,Mist,light rain,2013-03-09 14:00:00,4514
None,269.89,0.1596,0.0,11,Clear,scattered clouds,2013-03-09 15:00:00,3881
None,266.22,0.0,0.0,89,Snow,light rain,2013-03-09 16:00:00,3598
None,283.07,0.0,0.0,4,Clear,light rain,2013-03-09 17:00:00,2178
None,262.16,0.0,0.0,53,Clear,few clouds,2013-03-09 18:00:00,2407
None,280.58,0.0,0.0,75,Fog,sky is clear,2013-03-09 19:00:00,1709
None,258.56,0.0,0.0,92,Clouds,light rain,2013-03-09 20:00:00,987
None,281.89,0.0,0.0,52,Clear,broken clouds,2013-03-09 21:00:00,2113
None,283.13,0.0,0.0,71,Clear,light snow,2013-03-09 22:00:00,844
Memorial Day,273.01,0.0,0.0,15,Mist,light snow,2013-03-09 23:00:00,2396
None,271.05,0.0,0.0,77,Clear,mist,2013-03-10 00:00:00,132
None,263.5,0.0,0.0,11,Rain,light snow,2013-03-10 01:00:00,172
Labor Day,268.2,0.0,0.0,87,Mist,light rain,2013-03-10 02:00:00,407
None,277.41,0.0,0.1795,31,Clouds,light rain,2013-03-10 03:00:00,65
None,263.62,0.0,0.0,93,Fog,light rain,2013-03-10 04:00:00,115
None,293.06,0.2092,0.0,74,Clouds,sky is clear,2013-03-10 05:00:00,473
None,289.0,0.0,0.0,1,Clouds,mist,2013-03-10 06:00:00,2480
None,264.81,0.0,0.0,79,Drizzle,sky is clear,2013-03-10 07:00:00,1174
None,255.36,0.0,0.0,99,Clouds,mist,2013-03-10 08:00:00,961
None,250.01,0.0,0.0,56,Clear,heavy intensity rain,2013-03-10 09:00:00,2203
None,282.82,0.0,0.0,77,Rain,sky is clear,2013-03-10 10:00:00,2479
None,261.63,0.0,0.0,9,Clear,broken clouds,2013-03-10 11:00:00,4869
None,250.69,0.0,0.0,26,Clear,few clouds,2013-03-10 12:00:00,2949
None,269.75,0.0,0.0,71,Clouds,scattered clouds,2013-03-10 13:00:00,3997
None,302.91,0.0,0.0,68,Mist,sky is clear,2013-03-10 14:00:00,3536
None,287.95,0.0,0.0,81,Clouds,few clouds,2013-03-10 15:00:00,4731
None,297.18,0.0,0.0,60,Thunderstorm,light snow,2013-03-10 16:00:00,4658
None,257.96,0.0,0.0,0,Clouds,light rain,2013-03-10 17:00:00,1307
None,254.03,0.0,0.0,15,Clear,broken clouds,2013-03-10 18:00:00,2113
None,250.63,0.0,0.0,59,Clear,few clouds,2013-03-10 19:00:00,1094
None,302.56,0.0,0.0,86,Clouds,sky is clear,2013-03-10 20:00:00,2274
None,266.51,0.0,0.0,66,Clear,heavy intensity rain,2013-03-10 21:00:00,1703
None,275.27,0.0,0.0,50,Clear,few clouds,2013-03-10 22:00:00,2038
None,271.7,0.0,0.0,25,Clouds,heavy intensity rain,2013-03-10 23:00:00,1773
None,290.18,0.0,0.0,6,Clouds,light snow,2013-03-11 00:00:00,711
None,267.05,0.0,0.0,4,Snow,heavy intensity rain,2013-03-11 01:00:00,646
None,279.45,0.0,0.0,83,Thunderstorm,light snow,2013-03-11 02:00:00,106
None,304.76,0.0,0.0,54,Clear,light rain,2013-03-11 03:00:00,709
None,274.42,0.0,0.0,37,Clear,mist,2013-03-11 04:00:00,310
None,280.32,0.0,0.0,27,Rain,overcast clouds,2013-03-11 05:00:00,644
None,277.64,0.0,0.0,36,Thunderstorm,light rain,2013-03-11 06:00:00,1520
None,294.18,0.0,0.0,44,Drizzle,scattered clouds,2013-03-11 07:00:00,6193
None,264.68,0.0,0.0,59,Clear,mist,2013-03-11 08:00:00,4936
None,259.37,0.0,0.0,60,Clear,mist,2013-03-11 09:00:00,6056
New Years Day,291.48,0.0,0.0,89,Clear,heavy intensity rain,2013-03-11 10:00:00,3426
None,272.86,0.3545,0.0,98,Clouds,few clouds,2013-03-11 11:00:00,3076
None,300.25,0.0,0.0,52,Clouds,broken clouds,2013-03-11 12:00:00,3336
None,285.43,0.0,0.0,62,Fog,sky is clear,2013-03-11 13:00:00,3304
None,281.04,0.0,0.0,40,Clouds,mist,2013-03-11 14:00:00,2725
None,253.88,0.0,0.0,2,Clouds,scattered clouds,2013-03-11 15:00:00,2030
None,290.17,0.0,0.0,86,Clouds,sky is clear,2013-03-11 16:00:00,7384
None,287.73,0.0,0.0,30,Clouds,mist,2013-03-11 17:00:00,5182
None,285.2,0.0,0.0,7,Mist,light snow,2013-03-11 18:00:00,6469
None,264.74,0.2413,0.0,87,Clouds,scattered clouds,2013-03-11 19:00:00,2297
Veterans Day,302.07,0.0,0.0153,72,Rain,sky is clear,2013-03-11 20:00:00,2233
Christmas Day,267.69,0.0,0.0,77,Mist,mist,2013-03-11 21:00:00,2707
None,258.37,0.0,0.0,26,Fog,scattered clouds,2013-03-11 22:00:00,2679
None,304.3,0.0,0.0,44,Mist,mist,2013-03-11 23:00:00,2789
None,291.04,0.0,0.0,12,Clouds,light rain,2013-03-12 00:00:00,643
None,272.81,0.0,0.0,19,Clouds,light rain,2013-03-12 01:00:00,739
None,301.48,0.0,0.0,58,Clear,light snow,2013-03-12 02:00:00,239
None,255.01,0.0,0.0,88,Clouds,light snow,2013-03-12 03:00:00,93
None,254.82,0.0,0.0,76,Drizzle,light snow,2013-03-12 04:00:00,257
None,287.53,0.0,0.0,1,Snow,broken clouds,2013-03-12 05:00:00,491
Christmas Day,259.79,0.0,0.0,16,Clear,light snow,2013-03-12 06:00:00,2211
None,300.44,0.0,0.0,54,Clouds,broken clouds,2013-03-12 07:00:00,4552
None,296.22,0.0,0.0,76,Snow,light rain,2013-03-12 08:00:00,6955
None,266.85,0.0,0.0,61,Clear,heavy intensity rain,2013-03-12 09:00:00,5545
None,298.89,0.0,0.0,89,Haze,light snow,2013-03-12 10:00:00,3053
None,252.36,0.0,0.0,29,Clear,light snow,2013-03-12 11:00:00,2702
None,280.18,0.0,0.0,7,Clouds,scattered clouds,2013-03-12 12:00:00,2259
None,301.46,0.0,0.0,80,Fog,heavy intensity rain,2013-03-12 13:00:00,3228
None,297.05,0.0591,0.0,54,Drizzle,sky is clear,2013-03-12 14:00:00,3082
None,269.58,0.0,0.0,19,Mist,light snow,2013-03-12 15:00:00,3494
None,260.06,0.0,0.0,98,Clouds,heavy intensity rain,2013-03-12 16:00:00,6489
None,261.58,0.0,0.0,86,Clear,few clouds,2013-03-12 17:00:00,6035
None,278.3,0.0,0.0,80,Clear,sky is clear,2013-03-12 18:00:00,6950
None,282.82,0.0,0.0,3,Drizzle,light snow,2013-03-12 19:00:00,2513
None,251.8,0.0,0.0,67,Rain,mist,2013-03-12 20:00:00,2049
None,272.75,0.0,0.0,19,Clouds,light snow,2013-03-12 21:00:00,1553
None,295.67,0.0,0.0,33,Clear,broken clouds,2013-03-12 22:00:00,2298
None,274.44,0.0,0.0,29,Clouds,light snow,2013-03-12 23:00:00,2072
None,259.3,0.0,0.0,92,Drizzle,overcast clouds,2013-03-13 00:00:00,795
Memorial Day,302.52,0.0,0.0,53,Clouds,broken clouds,2013-03-13 01:00:00,640
None,264.65,0.0,0.1622,58,Clouds,broken clouds,2013-03-13 02:00:00,670
None,293.91,0.0611,0.0,12,Clouds,broken clouds,2013-03-13 03:00:00,520
None,260.66,0.0,0.0,44,Thunderstorm,light rain,2013-03-13 04:00:00,320
Memorial Day,273.27,0.0,0.0,84,Thunderstorm,broken clouds,2013-03-13 05:00:00,233
None,276.97,0.0,0.0,87,Drizzle,heavy intensity rain,2013-03-13 06:00:00,2319
None,277.53,0.1223,0.0873,48,Clear,heavy intensity rain,2013-03-13 07:00:00,6841
None,278.41,0.0,0.0,13,Clear,sky is clear,2013-03-13 08:00:00,6756
None,262.37,0.0,0.0,43,Clear,sky is clear,2013-03-13 09:00:00,5611
None,278.38,1.3017,0.0,27,Clouds,few clouds,2013-03-13 10:00:00,2817
None,276.49,0.0,0.0,75,Snow,scattered clouds,2013-03-13 11:00:00,3799
None,261.48,0.0,0.0,67,Drizzle,heavy intensity rain,2013-03-13 12:00:00,2389
None,304.35,0.0,0.0,29,Clouds,sky is clear,2013-03-13 13:00:00,2324
None,297.61,0.0,0.0,3,Clear,few clouds,2013-03-13 14:00:00,2939
None,298.82,0.0,0.0,92,Haze,light snow,2013-03-13 15:00:00,2888
None,287.71,0.0785,0.0,67,Drizzle,few clouds,2013-03-13 16:00:00,6855
None,258.79,0.0,0.0,64,Mist,overcast clouds,2013-03-13 17:00:00,6180
Independence Day,281.25,0.0,0.0,49,Clouds,light rain,2013-03-13 18:00:00,5667
None,295.18,0.0,0.0,98,Clouds,broken clouds,2013-03-13 19:00:00,1832
None,252.13,0.0,0.0,61,Fog,overcast clouds,2013-03-13 20:00:00,1776
None,277.27,0.0,0.0,41,Rain,overcast clouds,2013-03-13 21:00:00,1336
None,271.79,0.0,0.0,6,Drizzle,broken clouds,2013-03-13 22:00:00,1627
None,261.67,0.0,0.0,26,Rain,few clouds,2013-03-13 23:00:00,2675
None,270.8,0.0,0.0,18,Clear,mist,2013-03-14 00:00:00,691
None,304.09,0.0,0.0,94,Clouds,mist,2013-03-14 01:00:00,220
None,289.78,0.0,0.0,27,Rain,light snow,2013-03-14 02:00:00,162
None,266.47,0.0,0.0,98,Snow,broken clouds,2013-03-14 03:00:00,256
None,283.29,0.0,0.0,33,Clear,heavy intensity rain,2013-03-14 04:00:00,277
None,263.57,0.0,0.0,48,Mist,few clouds,2013-03-14 05:00:00,703
None,283.6,0.0,0.0,67,Clear,broken clouds,2013-03-14 06:00:00,2791
None,299.29,0.0,0.0,30,Clear,few clouds,2013-03-14 07:00:00,6495
None,280.63,0.0,0.0,26,Drizzle,light snow,2013-03-14 08:00:00,6948
None,290.33,0.0,0.0,85,Clouds,heavy intensity rain,2013-03-14 09:00:00,4970
None,274.93,0.0,0.0,72,Drizzle,broken clouds,2013-03-14 10:00:00,2217
Labor Day,278.83,0.0,0.0,1,Clear,overcast clouds,2013-03-14 11:00:00,2928
None,288.23,0.1474,0.0,58,Rain,few clouds,2013-03-14 12:00:00,3752
None,294.68,0.0,0.0,23,Clear,overcast clouds,2013-03-14 13:00:00,2631
None,286.27,0.0,0.0,49,Clear,mist,2013-03-14 14:00:00,2950
None,303.76,0.0,0.0,53,Clouds,few clouds,2013-03-14 15:00:00,2905
None,295.09,0.0,0.0,38,Clouds,broken clouds,2013-03-14 16:00:00,7222
Labor Day,292.74,0.0,0.0,88,Clear,scattered clouds,2013-03-14 17:00:00,5022
None,296.48,0.0,0.0,90,Fog,scattered clouds,2013-03-14 18:00:00,5234
None,265.47,0.0,0.0,62,Clear,light snow,2013-03-14 19:00:00,2236
None,273.76,0.0,0.0,27,Drizzle,heavy intensity rain,2013-03-14 20:00:00,2324
None,281.05,0.0,0.0,63,Clear,few clouds,2013-03-14 21:00:00,2128
None,275.43,0.0697,0.0,44,Fog,sky is clear,2013-03-14 22:00:00,2759
None,296.61,0.0,0.0,7,Clouds,light snow,2013-03-14 23:00:00,1722
None,251.49,0.0,0.0,79,Thunderstorm,sky is clear,2013-03-15 00:00:00,531
None,261.5,0.0,0.0,62,Clouds,light rain,2013-03-15 01:00:00,510
None,298.49,0.0,0.0,32,Clouds,heavy intensity rain,2013-03-15 02:00:00,685
None,253.25,0.0,0.0,32,Clouds,heavy intensity rain,2013-03-15 03:00:00,792
None,262.48,0.0,0.0,50,Drizzle,overcast clouds,2013-03-15 04:00:00,612
None,269.32,0.0,0.0,59,Rain,heavy intensity rain,2013-03-15 05:00:00,731
None,291.29,0.0,0.0,42,Rain,light rain,2013-03-15 06:00:00,2516
None,280.81,0.0,0.0,42,Mist,heavy intensity rain,2013-03-15 07:00:00,5412
None,302.5,0.0,0.0,97,Clouds,sky is clear,2013-03-15 08:00:00,5624
None,262.53,0.0,0.0,86,Clouds,light rain,2013-03-15 09:00:00,6025
None,297.97,0.0,0.0,21,Drizzle,overcast clouds,2013-03-15 10:00:00,3327
None,265.56,0.0,0.1218,33,Clouds,heavy intensity rain,2013-03-15 11:00:00,2870
None,263.5,0.0,0.0,30,Rain,broken clouds,2013-03-15 12:00:00,2539
None,277.41,0.0,0.0,22,Clouds,sky is clear,2013-03-15 13:00:00,3023
None,253.92,0.0,0.0,88,Clear,overcast clouds,2013-03-15 14:00:00,3576
Memorial Day,271.14,0.0,0.0,18,Snow,mist,2013-03-15 15:00:00,3378
Christmas Day,269.56,0.0,0.0,99,Rain,few clouds,2013-03-15 16:00:00,6519
None,258.81,0.0,0.0,17,Clouds,scattered clouds,2013-03-15 17:00:00,6681
None,297.34,0.0,0.0,7,Clear,sky is clear,2013-03-15 18:00:00,6997
None,271.22,0.0,0.0,48,Mist,broken clouds,2013-03-15 19:00:00,1426
None,304.01,0.0,0.0,17,Snow,light snow,2013-03-15 20:00:00,2459
None,299.48,0.0,0.0,16,Drizzle,overcast clouds,2013-03-15 21:00:00,2072
None,260.71,0.0,0.0,31,Mist,few clouds,2013-03-15 22:00:00,2091
None,277.78,0.0,0.0,83,Mist,mist,2013-03-15 23:00:00,2678
None,283.1,0.0,0.0,81,Drizzle,light snow,2013-03-16 00:00:00,62
None,295.04,0.8088,0.0,3,Clouds,heavy intensity rain,2013-03-16 01:00:00,259
None,298.71,0.0,0.0,90,Drizzle,broken clouds,2013-03-16 02:00:00,278
None,284.32,0.0,0.0,74,Drizzle,heavy intensity rain,2013-03-16 03:00:00,446
None,251.93,0.0,0.0,19,Clear,scattered clouds,2013-03-16 04:00:00,149
None,276.47,0.0,0.0,64,Fog,sky is clear,2013-03-16 05:00:00,80
None,298.66,0.0,0.0,96,Clouds,heavy intensity rain,2013-03-16 06:00:00,1697
None,289.27,0.0,0.0,48,Clouds,mist,2013-03-16 07:00:00,2351
None,297.86,0.0,0.0,70,Mist,light rain,2013-03-16 08:00:00,1448
None,287.07,0.0,0.0,48,Clear,heavy intensity rain,2013-03-16 09:00:00,1128
None,252.42,0.0469,0.0,21,Clear,light snow,2013-03-16 10:00:00,1989
None,303.24,0.0,0.0,14,Clouds,sky is clear,2013-03-16 11:00:00,3982
None,300.49,0.0,0.0,20,Haze,broken clouds,2013-03-16 12:00:00,3451
None,256.96,0.0,0.0,53,Snow,heavy intensity rain,2013-03-16 13:00:00,4505
None,256.2,0.0,0.0,62,Drizzle,sky is clear,2013-03-16 14:00:00,4516
None,279.65,0.0,0.0,92,Clear,few clouds,2013-03-16 15:00:00,4378
None,291.64,0.0,0.0,5,Drizzle,overcast clouds,2013-03-16 16:00:00,3696
None,271.02,0.4203,0.0,81,Haze,sky is clear,2013-03-16 17:00:00,961
None,257.5,0.0,0.0,19,Thunderstorm,light snow,2013-03-16 18:00:00,1575
None,278.08,0.0,0.0,34,Clouds,light snow,2013-03-16 19:00:00,2086
None,268.57,0.0,0.0,47,Drizzle,light rain,2013-03-16 20:00:00,1073
None,269.35,0.0,0.0,68,Clouds,heavy intensity rain,2013-03-16 21:00:00,1826
None,285.47,0.0,0.0,82,Clouds,mist,2013-03-16 22:00:00,1851
None,298.71,0.0,0.0,70,Mist,scattered clouds,2013-03-16 23:00:00,1125
None,280.72,0.0,0.0,49,Clouds,broken clouds,2013-03-17 00:00:00,477
None,287.82,0.0,0.0,48,Rain,mist,2013-03-17 01:00:00,198
None,286.3,0.0,0.0,19,Clouds,few clouds,2013-03-17 02:00:00,77
None,280.31,0.0,0.0,89,Rain,overcast clouds,2013-03-17 03:00:00,359
None,267.09,0.0,0.0,18,Clouds,heavy intensity rain,2013-03-17 04:00:00,487
None,270.78,0.0,0.0,29,Clouds,heavy intensity rain,2013-03-17 05:00:00,114
Memorial Day,267.36,0.0,0.0,45,Clouds,overcast clouds,2013-03-17 06:00:00,1155
None,300.46,0.0,0.0,28,Fog,heavy intensity rain,2013-03-17 07:00:00,2356
None,295.46,0.0,0.0,54,Rain,scattered clouds,2013-03-17 08:00:00,2075
None,281.86,0.1042,0.0,66,Clouds,broken clouds,2013-03-17 09:00:00,1034
None,300.17,0.0107,0.0,83,Haze,light snow,2013-03-17 10:00:00,1026
None,298.75,0.0,0.0,44,Mist,overcast clouds,2013-03-17 11:00:00,4048
None,301.02,0.0,0.0,21,Mist,light rain,2013-03-17 12:00:00,4596
None,262.2,0.0,0.0,69,Drizzle,sky is clear,2013-03-17 13:00:00,2617
None,289.46,0.0,0.0,7,Drizzle,overcast clouds,2013-03-17 14:00:00,4601
None,283.51,1.2278,0.0082,93,Clear,overcast clouds,2013-03-17 15:00:00,4173
None,290.36,0.7711,0.0,4,Clouds,mist,2013-03-17 16:00:00,3567
New Years Day,264.49,0.0,0.0,93,Clouds,scattered clouds,2013-03-17 17:00:00,852
None,288.21,0.0,0.0,6,Thunderstorm,mist,2013-03-17 18:00:00,2409
None,272.54,0.0,0.0,83,Snow,light snow,2013-03-17 19:00:00,1357
None,295.88,0.0,0.0,38,Clear,few clouds,2013-03-17 20:00:00,2348
None,293.75,0.0,0.0,55,Clouds,light rain,2013-03-17 21:00:00,1925
Memorial Day,261.62,0.0,0.0,80,Clear,light rain,2013-03-17 22:00:00,1667
New Years Day,260.11,0.0,0.0,4,Clear,heavy intensity rain,2013-03-17 23:00:00,1197
None,289.48,0.0,0.0,18,Snow,broken clouds,2013-03-18 00:00:00,217
None,280.28,0.0,0.0,58,Snow,few clouds,2013-03-18 01:00:00,754
None,280.65,0.0,0.0,32,Mist,sky is clear,2013-03-18 02:00:00,466
None,291.39,0.0,0.0,32,Clouds,scattered clouds,2013-03-18 03:00:00,190
None,297.02,0.0,0.0,49,Clear,light rain,2013-03-18 04:00:00,693
None,263.14,0.0,0.0064,93,Rain,sky is clear,2013-03-18 05:00:00,96
None,280.55,0.0,0.0,79,Thunderstorm,sky is clear,2013-03-18 06:00:00,2405
None,295.59,0.0,0.0793,99,Clouds,sky is clear,2013-03-18 07:00:00,5383
None,298.0,0.0,0.0,30,Fog,scattered clouds,2013-03-18 08:00:00,5040
None,265.81,0.0,0.0,1,Clear,overcast clouds,2013-03-18 09:00:00,4670
None,255.73,0.0,0.0,17,Clouds,few clouds,2013-03-18 10:00:00,2408
None,262.81,0.0,0.0,99,Clouds,few clouds,2013-03-18 11:00:00,2739
None,302.0,0.0,0.1664,48,Mist,few clouds,2013-03-18 12:00:00,3401
None,275.44,0.0,0.0,84,Clear,mist,2013-03-18 13:00:00,3211
None,273.02,0.0,0.0,84,Clouds,sky is clear,2013-03-18 14:00:00,2857
None,250.72,0.79,0.0,66,Drizzle,heavy intensity rain,2013-03-18 15:00:00,2229
None,252.81,0.4251,0.0,93,Clear,mist,2013-03-18 16:00:00,5118
None,286.78,0.0,0.2496,5,Snow,light snow,2013-03-18 17:00:00,7151
None,282.44,0.0,0.0,21,Clear,broken clouds,2013-03-18 18:00:00,6995
None,281.65,0.0,0.0,61,Mist,light rain,2013-03-18 19:00:00,2725
None,256.07,0.0,0.0,34,Rain,overcast clouds,2013-03-18 20:00:00,1374
None,269.36,0.0,0.0,58,Fog,light snow,2013-03-18 21:00:00,1944
None,294.68,0.0,0.0,33,Snow,light rain,2013-03-18 22:00:00,2644
None,259.62,0.2577,0.0,37,Clear,mist,2013-03-18 23:00:00,2357
None,298.55,0.0,0.0,24,Drizzle,light snow,2013-03-19 00:00:00,470
None,256.68,0.0,0.0293,75,Mist,overcast clouds,2013-03-19 01:00:00,580
New Years Day,259.3,0.0,0.0,34,Clear,scattered clouds,2013-03-19 02:00:00,744
None,276.28,0.0,0.0,20,Rain,heavy intensity rain,2013-03-19 03:00:00,112
None,301.99,0.0,0.0,24,Drizzle,scattered clouds,2013-03-19 04:00:00,134
None,268.13,0.0,0.0,31,Clouds,scattered clouds,2013-03-19 05:00:00,598
None,286.2,0.0,0.0,61,Clouds,few clouds,2013-03-19 06:00:00,1955
None,282.38,0.0,0.0,63,Clouds,few clouds,2013-03-19 07:00:00,6559
None,258.23,0.0,0.0,27,Clouds,mist,2013-03-19 08:00:00,6051
None,263.65,0.0,0.0,38,Drizzle,light rain,2013-03-19 09:00:00,5219
Independence Day,301.16,0.0,0.0,35,Haze,light rain,2013-03-19 10:00:00,2554
None,260.17,0.0,0.0,82,Clouds,overcast clouds,2013-03-19 11:00:00,2372
New Years Day,288.23,0.0,0.0,58,Clouds,overcast clouds,2013-03-19 12:00:00,2483
None,303.06,0.2347,0.0,18,Rain,few clouds,2013-03-19 13:00:00,2972
None,256.57,0.0,0.0,67,Rain,light rain,2013-03-19 14:00:00,3670
None,271.96,0.0,0.0,67,Rain,sky is clear,2013-03-19 15:00:00,3251
None,262.32,0.0,0.0,20,Snow,few clouds,2013-03-19 16:00:00,5306
None,262.19,0.0,0.0,31,Clouds,few clouds,2013-03-19 17:00:00,5456
None,256.54,0.0,0.0,70,Thunderstorm,light rain,2013-03-19 18:00:00,7207
None,285.73,0.6466,0.0,66,Mist,sky is clear,2013-03-19 19:00:00,1530
None,291.05,0.0,0.0,99,Clear,sky is clear,2013-03-19 20:00:00,1975
None,287.22,0.0,0.0,97,Haze,light rain,2013-03-19 21:00:00,1424
None,300.86,0.0,0.0,42,Drizzle,light rain,2013-03-19 22:00:00,2182
None,258.01,0.0,0.0,20,Clouds,sky is clear,2013-03-19 23:00:00,1928
None,267.59,0.0,0.0,26,Clouds,heavy intensity rain,2013-03-20 00:00:00,583
None,268.95,0.0,0.0,91,Clear,few clouds,2013-03-20 01:00:00,535
None,262.76,0.0,0.0,38,Drizzle,broken clouds,2013-03-20 02:00:00,124
None,257.82,0.0,0.0,27,Snow,light rain,2013-03-20 03:00:00,293
None,276.77,0.0,0.0,52,Clear,scattered clouds,2013-03-20 04:00:00,138
None,295.89,0.0,0.0,40,Drizzle,broken clouds,2013-03-20 05:00:00,723
None,302.5,0.0,0.0,22,Rain,mist,2013-03-20 06:00:00,1815
Presidents Day,257.11,0.0,0.0,4,Rain,few clouds,2013-03-20 07:00:00,4694
Independence Day,295.27,0.0,0.0,85,Clear,mist,2013-03-20 08:00:00,4988
None,295.35,0.0,0.0,66,Clear,sky is clear,2013-03-20 09:00:00,6704
None,271.39,0.0,0.0,16,Clear,broken clouds,2013-03-20 10:00:00,2609
None,256.05,0.0,0.0,13,Drizzle,overcast clouds,2013-03-20 11:00:00,3249
None,304.45,0.0,0.0,1,Thunderstorm,light rain,2013-03-20 12:00:00,2411
None,286.06,0.0,0.0,58,Clear,broken clouds,2013-03-20 13:00:00,3228
None,304.02,0.0,0.0,17,Haze,broken clouds,2013-03-20 14:00:00,3102
None,276.6,0.0,0.0,13,Mist,scattered clouds,2013-03-20 15:00:00,3147
None,271.74,0.0,0.0,24,Mist,heavy intensity rain,2013-03-20 16:00:00,6241
None,263.6,0.0,0.0,44,Rain,light snow,2013-03-20 17:00:00,5515
None,304.1,0.0,0.0,0,Rain,broken clouds,2013-03-20 18:00:00,6625
New Years Day,263.93,0.0,0.0,86,Clouds,broken clouds,2013-03-20 19:00:00,2327
None,251.31,0.0,0.0,12,Snow,mist,2013-03-20 20:00:00,1592
None,278.19,0.0,0.0,41,Clouds,mist,2013-03-20 21:00:00,1830
None,270.74,0.0,0.0,57,Clouds,broken clouds,2013-03-20 22:00:00,1807
None,264.38,0.0,0.0,23,Clear,heavy intensity rain,2013-03-20 23:00:00,2179
New Years Day,284.9,0.0,0.0,34,Clear,overcast clouds,2013-03-21 00:00:00,513
None,270.03,0.0,0.0,69,Snow,light rain,2013-03-21 01:00:00,410
None,272.12,0.0,0.0,44,Clouds,scattered clouds,2013-03-21 02:00:00,222
None,251.27,0.0,0.0,40,Snow,light rain,2013-03-21 03:00:00,619
None,282.4,0.0,0.0,76,Snow,sky is clear,2013-03-21 04:00:00,357
None,256.71,0.0,0.0,18,Haze,broken clouds,2013-03-21 05:00:00,312
None,261.76,0.0,0.0,56,Clear,heavy intensity rain,2013-03-21 06:00:00,2752
None,289.44,0.0,0.0,90,Clear,overcast clouds,2013-03-21 07:00:00,6094
None,267.23,0.0,0.0,90,Haze,light snow,2013-03-21 08:00:00,5613
None,258.98,0.0,0.0,61,Clouds,sky is clear,2013-03-21 09:00:00,6909
None,281.76,0.0,0.1037,74,Fog,light snow,2013-03-21 10:00:00,3464
