Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
07/07/2004;00.00.00;5,1;1463;300;16,9;1174;513;1622;198;2022;996;2,2;69,1;0,1
07/07/2004;01.00.00;3,9;1366;369;14,3;1383;267;1778;139;1856;929;10,2;54,0;0,1
07/07/2004;02.00.00;2,4;1255;246;7,9;1201;177;1741;65;1525;804;4,5;59,5;0,1
07/07/2004;03.00.00;1,7;1113;184;3,4;1125;121;1881;68;1593;971;8,3;59,5;0,102
07/07/2004;04.00.00;4,2;1442;195;16,9;1017;360;1882;146;2025;1013;12,9;43,1;0,1
07/07/2004;05.00.00;3,6;1242;243;11,4;1181;228;1848;110;1742;860;13,7;52,4;0,1
07/07/2004;06.00.00;1,0;1043;378;4,2;1209;61;1753;2;1484;804;13,4;58,3;0,1
07/07/2004;07.00.00;3,6;1276;176;10,6;1072;278;1762;89;1625;839;14,7;47,9;0,1
07/07/2004;08.00.00;1,6;1140;112;4,2;996;136;1777;45;1625;912;16,3;41,5;0,1
07/07/2004;09.00.00;1,7;1213;54;7,9;834;30;2003;11;1657;823;23,5;51,0;0,1
07/07/2004;10.00.00;4,7;1390;361;17,1;1340;372;1476;174;2074;1093;24,9;43,4;0,1
07/07/2004;11.00.00;4,1;1393;341;17,2;1313;279;1695;125;1981;932;24,5;48,5;0,1
07/07/2004;12.00.00;6,7;1575;297;23,5;1333;585;1651;200;2004;1104;25,3;26,4;0,1
07/07/2004;13.00.00;1,1;1028;59;5,5;877;143;1862;50;1633;971;26,3;40,4;0,1
07/07/2004;14.00.00;1,3;1087;102;3,8;988;97;1922;74;1694;929;25,2;45,6;0,1
07/07/2004;15.00.00;3,0;1236;275;9,7;1156;273;1826;96;1679;919;23,8;54,2;0,1
07/07/2004;16.00.00;6,0;1464;335;16,7;1355;439;1675;150;2066;1132;18,3;47,5;0,1
07/07/2004;17.00.00;2,3;1232;222;8,0;1143;179;1834;39;1521;901;19,2;51,6;0,1
07/07/2004;18.00.00;2,9;1280;241;12,3;1148;215;1816;102;1703;1037;11,4;47,2;0,1
07/07/2004;19.00.00;4,5;1433;133;15,2;896;323;1839;102;1746;921;15,8;43,1;0,1
07/07/2004;20.00.00;12,8;1233;305;72,2;1192;2759;1760;94;1724;814;59,8;53,4;0,1
07/07/2004;21.00.00;7,2;1591;102;22,0;993;523;1481;200;2171;1131;6,5;53,7;0,1
07/07/2004;22.00.00;6,4;1496;399;18,1;1544;541;1464;200;1997;1051;5,3;50,6;0,1
07/07/2004;23.00.00;6,4;1474;111;20,3;835;498;1631;200;2043;1126;3,5;65,7;0,1
08/07/2004;00.00.00;5,8;1390;298;23,5;1246;508;1701;200;2077;1122;8,2;68,4;0,1
08/07/2004;01.00.00;6,8;1493;164;23,4;1138;558;1422;200;2256;1119;1,2;54,6;0,1
08/07/2004;02.00.00;18,1;1084;316;80,0;1245;2080;1860;50;1752;793;49,6;58,2;0,1
08/07/2004;03.00.00;1,2;1126;83;3,2;759;86;1899;64;1558;881;9,1;56,0;0,1
08/07/2004;04.00.00;3,6;1237;139;9,9;908;310;1791;146;1953;922;9,8;66,7;0,1
08/07/2004;05.00.00;2,7;1163;188;8,6;1121;213;1974;72;1528;994;10,9;57,6;0,1
08/07/2004;06.00.00;7,3;1606;378;26,6;1294;544;1544;200;2110;1227;15,9;51,8;0,1
08/07/2004;07.00.00;1,8;1175;224;8,6;1155;189;1782;52;1715;871;16,1;53,0;0,1
08/07/2004;08.00.00;2,9;1245;276;12,4;1209;246;1832;99;1826;813;19,2;49,7;0,1
08/07/2004;09.00.00;6,1;1543;229;21,3;1207;525;1584;200;2247;994;23,8;54,8;0,1
08/07/2004;10.00.00;5,9;1506;159;21,7;957;582;1523;200;2198;1242;27,8;45,0;0,1
08/07/2004;11.00.00;5,8;1411;211;19,7;961;436;1678;179;1924;915;25,2;66,7;0,1
08/07/2004;12.00.00;2,0;1179;329;7,0;1221;126;1776;25;1525;887;23,3;32,4;0,1
08/07/2004;13.00.00;2,0;1102;189;6,0;963;197;1836;86;1602;995;28,0;47,5;0,1
08/07/2004;14.00.00;1,2;1067;332;6,2;1319;130;2014;63;1622;766;23,8;43,5;0,1
08/07/2004;15.00.00;3,0;1201;236;12,7;1104;280;1604;96;1785;1005;26,5;41,6;0,1
08/07/2004;16.00.00;7,9;1610;64;26,7;933;551;1550;191;2023;1115;18,5;52,2;0,1
08/07/2004;17.00.00;0,6;1109;263;1,4;1030;5;1976;2;1438;823;17,5;56,9;0,1
08/07/2004;18.00.00;1,7;1146;182;5,4;1192;114;1987;41;1536;891;14,6;41,3;0,1
08/07/2004;19.00.00;4,5;1282;270;12,7;1125;385;1722;120;2004;1047;15,0;65,4;0,1
08/07/2004;20.00.00;3,0;1281;362;13,9;1409;214;1699;82;1765;958;16,5;49,8;0,1
08/07/2004;21.00.00;1,3;1099;350;3,4;1366;5;2029;9;1372;720;9,3;51,6;0,1
08/07/2004;22.00.00;0,8;1051;375;2,4;1383;52;1956;65;1745;869;3,3;62,5;0,1
08/07/2004;23.00.00;4,5;1340;353;13,9;1339;363;1815;115;1937;893;6,2;64,8;0,1
09/07/2004;00.00.00;7,9;1752;57;28,9;820;579;1341;200;2091;1220;3,2;51,2;0,1
09/07/2004;01.00.00;5,5;1359;179;19,7;1129;481;1793;160;2127;1019;11,1;54,7;0,1
09/07/2004;02.00.00;7,0;1578;198;21,4;1090;618;1631;200;2104;1233;4,7;54,2;0,1
09/07/2004;03.00.00;1,2;1043;117;10,0;1011;187;1852;91;1781;845;6,1;79,5;0,1
09/07/2004;04.00.00;1,2;1084;84;0,1;935;48;1861;4;1581;907;10,7;59,2;0,1
09/07/2004;05.00.00;2,7;1276;95;3,0;922;223;1640;72;1682;946;18,1;49,5;0,1
09/07/2004;06.00.00;4,5;1411;63;12,6;884;389;1582;138;1883;1057;20,6;52,2;0,1
09/07/2004;07.00.00;6,7;1553;217;21,6;1149;573;1508;200;2227;1083;22,9;37,9;0,1
09/07/2004;08.00.00;1,1;1117;141;5,8;1034;5;2095;31;1689;820;25,5;42,9;0,1
09/07/2004;09.00.00;7,1;1552;337;28,5;1399;658;1549;200;1943;1270;15,4;54,8;0,1
09/07/2004;10.00.00;2,2;1148;154;5,5;1118;223;1703;77;1776;1057;27,5;37,6;0,1
09/07/2004;11.00.00;0,6;1033;101;2,8;993;61;1933;11;1535;836;26,6;56,2;0,1
09/07/2004;12.00.00;5,2;1383;72;18,2;1051;514;1546;200;2237;1025;25,8;39,9;0,1
09/07/2004;13.00.00;5,1;1264;68;17,5;843;418;1645;176;2051;996;26,0;53,3;0,1
09/07/2004;14.00.00;2,0;1200;61;7,3;973;89;1862;2;1512;815;27,3;47,5;0,1
09/07/2004;15.00.00;6,7;1509;66;23,8;980;506;1648;197;2134;1087;26,3;43,7;0,1
09/07/2004;16.00.00;2,0;1150;104;9,2;939;246;1750;108;1816;856;18,9;46,8;0,1
09/07/2004;17.00.00;5,8;1484;244;21,5;1251;472;1588;181;2165;1125;14,8;56,5;0,1
09/07/2004;18.00.00;3,3;1205;134;13,1;987;294;1850;143;1950;989;12,7;64,4;0,1
09/07/2004;19.00.00;7,2;1510;341;28,1;1366;546;1527;200;2155;1198;18,2;47,5;0,1
09/07/2004;20.00.00;7,0;1530;101;24,1;800;630;1383;200;2093;1244;11,6;45,2;0,1
09/07/2004;21.00.00;6,5;1415;219;22,3;1086;538;1758;200;2052;1191;7,3;52,2;0,1
09/07/2004;22.00.00;7,8;1636;287;24,4;1325;612;1429;200;2111;1188;9,8;71,4;0,1
09/07/2004;23.00.00;8,0;1632;365;27,0;1263;526;1639;200;2016;1139;7,4;58,7;0,1
10/07/2004;00.00.00;4,4;1378;397;17,5;1587;405;1647;145;1904;1072;10,8;57,0;0,1
10/07/2004;01.00.00;5,3;1365;382;21,0;1361;343;1755;137;2070;1095;6,1;68,8;0,1
10/07/2004;02.00.00;0,6;1002;50;2,8;811;5;2043;7;1746;699;8,4;55,5;0,1
10/07/2004;03.00.00;6,7;1546;356;25,1;1246;496;1600;200;2116;1023;8,5;66,6;0,1
10/07/2004;04.00.00;2,3;1228;236;8,7;1135;320;1844;132;1993;1032;8,5;52,0;0,1
10/07/2004;05.00.00;1,0;1059;359;1,3;1344;112;1993;48;1728;906;11,7;54,7;0,1
10/07/2004;06.00.00;4,5;1357;266;17,4;1223;299;1781;119;1784;922;16,1;59,6;0,1
10/07/2004;07.00.00;5,7;1424;309;17,4;1407;435;1640;190;2229;887;18,4;49,6;0,1
10/07/2004;08.00.00;5,2;1357;91;15,4;742;456;1677;144;1814;1199;20,1;46,7;0,1
10/07/2004;09.00.00;0,7;1042;70;2,9;804;17;1880;27;1647;790;18,8;57,2;0,1
10/07/2004;10.00.00;0,8;1071;397;6,8;1275;37;2036;21;1490;866;23,3;46,8;0,1
10/07/2004;11.00.00;7,6;1681;342;27,5;1301;627;1659;200;2057;1002;26,7;52,4;0,1
10/07/2004;12.00.00;2,6;1163;337;11,9;1306;176;1784;62;1669;923;24,6;56,4;0,1
10/07/2004;13.00.00;7,0;1582;114;24,0;920;492;1541;200;1983;1126;21,7;40,3;0,1
10/07/2004;14.00.00;7,0;1563;215;25,3;1157;609;1435;200;2046;1069;22,2;46,0;0,1
10/07/2004;15.00.00;3,0;1188;300;9,7;1361;243;1891;49;1649;875;24,0;43,6;0,1
10/07/2004;16.00.00;1,2;1121;59;4,5;778;100;1725;19;1561;894;20,2;43,1;0,1
10/07/2004;17.00.00;3,1;1253;209;11,2;1088;180;1908;105;1978;1019;16,4;48,7;0,1
10/07/2004;18.00.00;2,3;1242;80;10,4;946;171;1740;48;1717;978;9,6;58,7;0,1
10/07/2004;19.00.00;7,3;1514;236;29,6;1051;596;1313;200;1990;1036;9,1;58,6;0,1
10/07/2004;20.00.00;5,4;1408;385;21,0;1500;416;1743;179;2107;1048;10,6;66,5;0,1
10/07/2004;21.00.00;7,8;1632;306;31,0;1308;618;1516;200;2090;1325;14,1;52,4;0,1
10/07/2004;22.00.00;1,3;1083;201;5,2;1002;92;1895;27;1640;831;6,7;71,1;0,1
10/07/2004;23.00.00;4,7;1346;123;18,0;955;439;1709;200;2016;1162;5,4;55,5;0,1
11/07/2004;00.00.00;1,8;1092;245;4,8;1157;169;1773;96;1995;818;2,9;62,4;0,1
11/07/2004;01.00.00;7,9;1604;205;28,7;986;621;1522;200;2033;1133;5,4;79,3;0,1
11/07/2004;02.00.00;7,6;1619;302;29,6;1283;633;1493;200;2275;1089;6,8;54,6;0,1
11/07/2004;03.00.00;0,6;995;280;2,8;1227;64;2022;84;1787;1007;11,9;67,9;0,1
11/07/2004;04.00.00;2,9;1204;142;10,6;1119;330;1838;132;1901;979;7,7;41,4;0,1
11/07/2004;05.00.00;4,6;1400;356;19,0;1402;390;1792;132;1970;1059;9,3;53,5;0,1
11/07/2004;06.00.00;5,5;1544;342;20,0;1195;444;1508;161;2192;1023;14,1;61,6;0,1
11/07/2004;07.00.00;7,8;1563;118;29,4;1066;653;1479;200;1884;1364;20,0;36,3;0,1
11/07/2004;08.00.00;16,7;1109;96;104,7;904;2596;1852;102;1910;977;50,1;45,7;0,1
11/07/2004;09.00.00;5,5;1473;263;20,3;1192;360;1734;155;1898;986;20,1;40,2;0,1
11/07/2004;10.00.00;1,4;1059;292;0,4;1216;111;2042;54;1594;897;22,2;66,8;0,1
11/07/2004;11.00.00;6,2;1511;251;25,4;1062;507;1584;177;1979;1125;26,1;47,0;0,1
11/07/2004;12.00.00;3,0;1264;266;12,6;1160;198;1782;94;1748;879;27,1;58,1;0,1
11/07/2004;13.00.00;3,4;1277;254;11,4;1118;221;1828;101;1843;924;24,5;53,0;0,1
11/07/2004;14.00.00;7,0;1486;324;23,5;1267;506;1789;200;1984;1087;26,3;46,9;0,1
11/07/2004;15.00.00;5,5;1481;83;21,7;936;329;1670;130;1797;913;24,9;60,6;0,1
11/07/2004;16.00.00;2,9;1164;304;11,7;1176;266;1804;101;1913;977;19,4;46,8;0,1
11/07/2004;17.00.00;14,3;1054;125;87,5;1044;1636;1923;5;1424;974;52,4;60,2;0,1
11/07/2004;18.00.00;7,8;1590;241;31,1;1163;716;1326;200;2135;1258;14,8;57,9;0,1
11/07/2004;19.00.00;1,3;1080;309;3,0;1266;91;1979;18;1462;897;14,2;61,5;0,1
11/07/2004;20.00.00;3,7;1303;327;16,5;1179;300;1702;122;2064;1004;10,3;48,1;0,1
11/07/2004;21.00.00;2,7;1182;134;12,0;917;183;1735;101;1684;851;8,1;52,4;0,1
11/07/2004;22.00.00;1,3;1059;286;6,3;1240;201;1749;48;1539;982;3,2;59,0;0,1
11/07/2004;23.00.00;2,2;1217;130;8,4;1007;272;1833;100;1868;1215;2,7;56,6;0,1
12/07/2004;00.00.00;0,9;1093;276;5,7;1223;44;2051;6;1481;959;3,8;58,9;0,1
12/07/2004;01.00.00;7,6;1582;78;30,3;1066;568;1459;200;2094;1085;3,2;68,8;0,1
12/07/2004;02.00.00;4,0;1394;144;14,5;1099;288;1785;92;1912;916;14,7;70,1;0,1
12/07/2004;03.00.00;0,8;1085;276;2,6;1319;113;1780;48;1623;791;9,8;55,9;0,1
12/07/2004;04.00.00;6,1;1449;86;21,6;819;415;1727;116;1837;1151;12,5;61,6;0,1
12/07/2004;05.00.00;0,5;1102;207;1,6;1067;89;1940;13;1547;829;12,6;54,0;0,1
12/07/2004;06.00.00;6,2;1474;379;21,7;1264;494;1658;183;2041;1114;7,6;66,8;0,1
12/07/2004;07.00.00;4,7;1365;360;15,1;1381;306;1668;126;1999;934;18,2;38,3;0,1
12/07/2004;08.00.00;2,2;1194;212;5,2;1071;161;1984;72;1878;876;25,6;49,8;0,1
12/07/2004;09.00.00;1,9;1141;149;4,6;1044;62;2116;42;1650;926;19,8;42,3;0,1
12/07/2004;10.00.00;3,5;1237;322;11,6;1311;275;1650;61;1594;1048;23,7;51,2;0,1
12/07/2004;11.00.00;3,7;1273;122;12,3;991;358;1833;177;1952;1054;24,9;38,5;0,1
12/07/2004;12.00.00;1,8;1077;124;4,6;940;113;1984;42;1709;895;25,2;46,2;0,1
12/07/2004;13.00.00;1,8;1076;115;4,0;1043;84;1957;18;1544;846;23,2;54,7;0,1
12/07/2004;14.00.00;3,2;1286;211;11,9;935;261;1777;91;1963;1009;23,8;42,3;0,1
12/07/2004;15.00.00;3,8;1318;60;13,8;941;337;1753;128;1847;1033;25,0;47,7;0,143
12/07/2004;16.00.00;5,6;1484;386;17,8;1440;446;1769;163;2031;1197;25,8;47,3;0,1
12/07/2004;17.00.00;6,3;1446;63;20,5;939;408;1720;195;2166;1041;16,6;72,3;0,1
12/07/2004;18.00.00;4,8;1370;247;16,5;1209;396;1920;148;2167;1285;13,2;51,4;0,1
12/07/2004;19.00.00;16,6;1244;373;101,3;1460;2493;1882;113;2002;984;52,2;54,3;0,1
12/07/2004;20.00.00;2,2;1203;74;8,6;904;247;1750;100;1819;946;11,4;67,9;0,1
12/07/2004;21.00.00;3,7;1334;149;14,7;891;211;1782;77;1614;921;4,7;53,3;0,1
12/07/2004;22.00.00;2,5;1202;285;5,5;1213;169;1902;77;1671;1063;3,4;63,2;0,1
12/07/2004;23.00.00;6,5;1614;97;22,1;934;615;1642;200;2082;1246;0,7;60,3;0,1
13/07/2004;00.00.00;2,9;1258;204;6,4;1130;247;2041;84;1694;1019;6,9;56,2;0,1
13/07/2004;01.00.00;3,2;1372;378;11,8;1483;212;1928;104;1634;1004;5,6;55,2;0,1
13/07/2004;02.00.00;0,6;1008;146;0,8;1036;67;1908;23;1589;819;9,9;51,0;0,1
13/07/2004;03.00.00;7,7;1559;234;27,5;1117;550;1645;195;2020;1088;9,5;42,7;0,1
13/07/2004;04.00.00;3,3;1173;267;9,4;1094;360;1700;180;2134;1038;13,1;53,1;0,1
13/07/2004;05.00.00;3,2;1279;232;8,1;1269;240;1851;101;1716;921;13,5;59,1;0,1
13/07/2004;06.00.00;5,8;1464;375;18,0;1335;451;1665;175;2036;1224;13,5;52,0;0,1
13/07/2004;07.00.00;4,4;1279;317;17,3;1200;402;1657;200;2078;1018;15,3;46,8;0,1
13/07/2004;08.00.00;2,0;1090;101;5,3;1008;197;1949;109;1833;790;24,6;42,6;0,1
13/07/2004;09.00.00;4,4;1380;343;15,4;1292;313;1812;108;1861;894;18,3;44,0;0,1
13/07/2004;10.00.00;0,6;1089;117;3,5;831;69;2020;49;1759;913;25,2;55,2;0,1
13/07/2004;11.00.00;8,0;1758;283;28,6;1209;591;1718;200;1986;1296;22,3;42,9;0,1
13/07/2004;12.00.00;1,2;1089;338;0,1;1177;5;1980;16;1750;815;23,2;50,1;0,1
13/07/2004;13.00.00;3,5;1304;334;12,9;1211;226;1931;91;1699;965;24,1;58,0;0,1
13/07/2004;14.00.00;2,6;1184;338;7,8;1278;153;1787;56;1781;908;17,7;54,0;0,1
13/07/2004;15.00.00;5,3;1387;224;25,0;1062;509;1496;200;2034;1217;22,2;50,4;0,1
13/07/2004;16.00.00;7,4;1590;283;24,5;1250;527;1554;197;1993;1033;15,4;43,4;0,1
13/07/2004;17.00.00;3,1;1200;214;11,7;1154;205;1745;73;1631;778;17,5;56,3;0,1
13/07/2004;18.00.00;5,2;1314;96;17,7;847;433;1474;159;2047;1044;14,7;50,6;0,1
13/07/2004;19.00.00;7,6;1515;361;24,8;1269;530;1536;200;2227;1121;15,0;72,3;0,1
13/07/2004;20.00.00;3,0;1208;354;11,1;1289;179;1999;67;1764;944;14,6;47,9;0,1
13/07/2004;21.00.00;6,7;1558;334;18,5;1202;579;1396;200;2300;1175;6,2;54,5;0,1
13/07/2004;22.00.00;7,8;1583;144;26,7;1045;615;1584;200;1996;1207;8,5;47,4;0,1
13/07/2004;23.00.00;7,8;1633;385;29,9;1345;626;1624;200;1937;1129;6,5;52,3;0,1
14/07/2004;00.00.00;13,1;1533;396;85,7;1375;2436;1621;200;2067;1077;48,1;63,6;0,1
14/07/2004;01.00.00;5,7;1557;160;21,3;932;412;1610;183;2125;1137;7,4;63,7;0,1
14/07/2004;02.00.00;7,3;1578;150;23,6;1048;597;1525;200;2063;1048;6,1;66,8;0,1
14/07/2004;03.00.00;4,3;1414;348;15,5;1185;325;1717;111;1757;1098;4,4;68,5;0,1
14/07/2004;04.00.00;3,6;1268;174;13,5;1060;352;1702;123;1787;1036;3,9;72,8;0,1
14/07/2004;05.00.00;2,2;1220;349;7,5;1397;213;1843;98;1718;834;18,0;55,0;0,1
14/07/2004;06.00.00;3,3;1277;289;12,2;1177;361;1651;119;2125;956;13,4;59,9;0,1
14/07/2004;07.00.00;3,7;1365;320;12,0;1307;289;1830;136;1871;905;13,1;48,1;0,1
14/07/2004;08.00.00;1,2;1089;225;2,4;1268;104;2106;46;1649;900;18,7;53,6;0,1
14/07/2004;09.00.00;6,2;1485;378;20,9;1401;482;1717;200;1892;1018;22,4;42,9;0,1
14/07/2004;10.00.00;2,1;1141;254;8,8;1176;174;1744;89;1732;703;26,6;43,3;0,1
14/07/2004;11.00.00;3,6;1358;187;11,8;1157;327;1740;141;2216;977;20,7;63,7;0,1
14/07/2004;12.00.00;3,0;1239;224;11,4;1161;206;1785;71;1740;897;22,1;52,1;0,1
14/07/2004;13.00.00;4,7;1393;278;17,7;1254;371;1743;173;1875;987;18,3;51,9;0,1
14/07/2004;14.00.00;7,1;1625;131;24,1;958;487;1516;200;2061;1110;26,0;43,4;0,1
14/07/2004;15.00.00;0,9;986;333;0,1;1388;172;1873;95;1852;812;23,7;43,7;0,1
14/07/2004;16.00.00;7,3;1562;388;24,1;1350;475;1788;190;2088;1019;20,9;68,8;0,1
14/07/2004;17.00.00;6,9;1616;183;22,8;973;633;1639;200;2200;1188;13,8;50,1;0,1
14/07/2004;18.00.00;2,3;1231;124;11,4;1135;238;1706;107;1917;1034;19,3;45,6;0,1
14/07/2004;19.00.00;2,8;1281;235;13,2;1110;240;1666;119;1881;985;9,1;54,8;0,1
14/07/2004;20.00.00;6,0;1430;120;22,6;968;506;1522;200;1940;1148;6,5;72,7;0,1
14/07/2004;21.00.00;3,1;1274;324;10,6;1300;201;1796;75;1631;935;7,9;70,7;0,1
14/07/2004;22.00.00;3,8;1378;139;12,8;932;309;1657;78;1765;972;4,0;68,7;0,1
14/07/2004;23.00.00;0,5;993;330;2,1;1391;66;2039;6;1777;994;9,6;66,6;0,1
15/07/2004;00.00.00;3,2;1212;288;12,0;1221;326;1589;161;2049;987;-1,0;61,5;0,1
15/07/2004;01.00.00;7,8;1553;324;30,2;1188;588;1588;200;2047;1046;5,9;75,6;0,163
15/07/2004;02.00.00;3,0;1277;377;12,3;1463;180;1711;75;1824;906;2,9;62,9;0,1
15/07/2004;03.00.00;1,2;1140;221;5,6;1102;22;1938;17;1706;793;7,8;40,8;0,1
15/07/2004;04.00.00;5,1;1452;316;21,0;1294;298;1690;84;1844;983;9,1;54,5;0,1
15/07/2004;05.00.00;1,5;1128;227;5,9;1089;98;1975;38;1565;838;11,0;60,7;0,1
15/07/2004;06.00.00;2,5;1323;187;10,4;1064;144;1893;37;1502;749;11,3;56,9;0,1
15/07/2004;07.00.00;7,0;1607;90;25,8;927;581;1400;200;1978;1081;18,9;50,1;0,1
15/07/2004;08.00.00;1,6;1058;337;5,6;1436;91;1996;51;1799;791;20,4;41,3;0,1
15/07/2004;09.00.00;0,6;1148;397;1,6;1356;44;1983;30;1519;955;21,6;59,1;0,1
15/07/2004;10.00.00;7,2;1611;147;27,3;1106;515;1761;200;2159;1232;22,6;48,2;0,1
15/07/2004;11.00.00;5,9;1559;310;17,9;1356;457;1517;170;2043;979;19,5;56,7;0,1
15/07/2004;12.00.00;3,6;1330;256;12,6;1148;371;1753;163;1945;1107;24,5;47,1;0,1
15/07/2004;13.00.00;3,0;1247;178;13,4;1102;277;1773;115;1873;1007;25,9;65,7;0,1
15/07/2004;14.00.00;6,1;1481;124;18,4;964;485;1530;197;2091;1132;26,7;52,7;0,1
15/07/2004;15.00.00;0,9;1073;117;4,5;980;32;2219;33;1593;808;18,7;35,0;0,1
15/07/2004;16.00.00;4,1;1310;246;15,4;1161;379;1851;133;1861;1083;20,2;42,4;0,111
15/07/2004;17.00.00;5,9;1460;346;21,9;1190;425;1503;168;1686;996;11,3;36,1;0,1
15/07/2004;18.00.00;4,1;1307;289;16,5;1272;311;1666;108;1871;1077;14,8;46,5;0,1
15/07/2004;19.00.00;1,9;1164;93;8,0;781;144;2034;65;1798;890;8,6;47,4;0,1
15/07/2004;20.00.00;2,4;1137;185;8,4;1098;212;1816;115;1799;865;10,6;72,2;0,1
15/07/2004;21.00.00;6,6;1555;389;19,6;1420;670;1501;200;2094;1228;7,3;39,5;0,1
15/07/2004;22.00.00;1,0;1144;257;6,0;1183;101;1776;61;1550;786;9,4;47,7;0,1
15/07/2004;23.00.00;20,7;1156;363;79,5;1361;2497;1610;30;1629;865;58,4;69,0;0,1
16/07/2004;00.00.00;1,9;1095;339;6,6;1318;219;1746;81;1903;1059;4,8;67,6;0,1
16/07/2004;01.00.00;7,5;1613;380;24,9;1450;608;1492;200;2206;1219;1,9;62,3;0,1
16/07/2004;02.00.00;7,3;1593;309;25,0;1215;665;1559;200;2102;1234;5,6;63,8;0,1
16/07/2004;03.00.00;3,9;1266;399;13,6;1389;265;1907;88;1766;966;10,8;56,3;0,1
16/07/2004;04.00.00;6,0;1472;349;21,3;1373;466;1614;181;1984;1247;10,9;50,9;0,1
16/07/2004;05.00.00;2,6;1135;337;10,1;1183;165;1980;79;1589;867;11,4;32,5;0,1
16/07/2004;06.00.00;2,8;1211;62;10,1;909;183;1654;76;1656;919;13,2;70,7;0,1
16/07/2004;07.00.00;6,9;1498;292;26,0;1345;592;1519;200;2075;1147;21,6;55,6;0,1
16/07/2004;08.00.00;7,6;1652;215;25,3;1146;679;1379;200;2084;1245;16,0;56,5;0,1
16/07/2004;09.00.00;7,2;1532;162;24,6;984;631;1351;200;2081;1092;22,3;25,3;0,1
16/07/2004;10.00.00;2,8;1183;326;8,6;1162;219;1746;90;1888;1010;26,6;61,4;0,1
16/07/2004;11.00.00;3,9;1328;345;15,3;1384;312;1661;138;1983;1063;25,4;46,8;0,1
16/07/2004;12.00.00;0,7;994;294;3,2;1275;44;1844;2;1480;906;20,4;48,6;0,1
16/07/2004;13.00.00;7,8;1607;338;27,7;1290;663;1397;200;2094;1148;20,9;40,7;0,1
16/07/2004;14.00.00;4,4;1353;163;15,3;1045;347;1879;107;1841;963;22,9;49,7;0,1
16/07/2004;15.00.00;6,5;1507;373;28,7;1272;606;1526;200;2052;1102;23,6;53,6;0,1
16/07/2004;16.00.00;18,3;1591;134;91,4;989;2977;1465;185;2093;1057;50,6;52,5;0,1
16/07/2004;17.00.00;2,9;1240;126;8,9;995;268;1694;101;1748;988;21,2;46,2;0,1
16/07/2004;18.00.00;4,3;1240;332;19,3;1348;270;1678;119;1917;872;9,6;49,1;0,1
16/07/2004;19.00.00;7,5;1689;258;28,7;1221;643;1452;200;2032;1162;10,7;57,9;0,1
16/07/2004;20.00.00;7,1;1695;54;29,4;950;578;1430;200;2252;1122;8,9;59,9;0,1
16/07/2004;21.00.00;5,2;1439;118;21,9;962;428;1670;186;1889;1124;3,0;62,2;0,1
16/07/2004;22.00.00;3,3;1251;232;11,2;1180;213;1898;50;1639;824;6,6;61,5;0,1
16/07/2004;23.00.00;2,5;1174;145;9,7;1056;197;1904;79;1492;972;8,6;65,2;0,1
17/07/2004;00.00.00;1,4;1120;173;3,0;1064;153;1861;38;1657;691;9,6;67,4;0,1
17/07/2004;01.00.00;5,5;1500;129;18,4;1003;445;1607;140;1915;988;0,3;57,9;0,1
17/07/2004;02.00.00;4,3;1294;365;14,9;1314;343;1794;118;1926;963;10,0;65,3;0,1
17/07/2004;03.00.00;6,1;1455;257;23,4;1299;474;1518;193;2029;997;14,9;56,5;0,1
17/07/2004;04.00.00;7,4;1605;299;26,4;1346;621;1511;200;2082;1105;6,4;48,2;0,1
17/07/2004;05.00.00;7,2;1535;260;26,4;954;535;1636;200;1890;1151;10,1;55,4;0,1
17/07/2004;06.00.00;2,9;1273;328;10,3;1393;229;1838;63;1866;943;11,7;54,9;0,1
17/07/2004;07.00.00;1,1;1144;167;3,6;1089;39;2024;12;1496;948;15,7;46,3;0,1
17/07/2004;08.00.00;7,8;1573;399;26,2;1385;614;1316;200;2172;1147;20,4;57,6;0,1
17/07/2004;09.00.00;17,0;1512;384;100,9;1333;2978;1884;170;2206;1113;52,7;43,4;0,1
17/07/2004;10.00.00;2,5;1175;71;10,3;904;229;1937;72;1744;1042;29,4;52,9;0,1
17/07/2004;11.00.00;6,8;1506;138;23,5;932;552;1560;200;2226;1300;27,6;30,4;0,1
17/07/2004;12.00.00;7,6;1616;227;28,1;1174;633;1321;200;2014;1151;22,6;54,6;0,1
17/07/2004;13.00.00;1,3;1057;127;2,7;1031;113;1709;77;1872;899;26,5;61,3;0,1
17/07/2004;14.00.00;5,8;1504;133;21,2;1123;401;1664;144;2001;974;20,6;42,1;0,1
17/07/2004;15.00.00;5,5;1417;328;21,3;1271;456;1599;157;1873;1034;24,7;52,5;0,1
17/07/2004;16.00.00;5,0;1281;97;17,6;944;419;1692;156;1862;938;19,7;50,3;0,1
17/07/2004;17.00.00;2,9;1260;225;9,8;1099;239;1778;52;1644;1020;18,2;46,2;0,1
17/07/2004;18.00.00;3,3;1272;72;10,2;909;260;1667;102;1890;924;17,6;50,1;0,1
17/07/2004;19.00.00;3,8;1284;103;16,6;871;339;1697;165;1905;1166;14,9;48,8;0,1
